ID,Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Family_Communication,Weekend_Usage_Hours,Addiction_Level
228,18,0,5,10.6,9,93,8,2.8,10,6,8,1,1.4,36,7,3.7,1.2,2.5,8,6.3,10.0
229,15,0,2,4.3,6,87,6,1.8,3,9,3,1,1.1,129,20,1.2,1.5,1.3,7,6.1,10.0
230,16,0,4,7.9,6,61,9,2.1,1,3,7,1,1.1,49,5,2.6,1.5,2.3,5,5.7,10.0
231,16,1,4,2.8,5,57,2,1.0,6,6,1,0,1.0,81,16,1.7,1.7,1.0,2,8.0,8.1
232,13,1,5,3.8,6,60,4,2.8,4,4,3,1,1.1,24,19,1.3,1.8,0.4,5,7.7,7.8
233,13,2,3,5.6,9,83,7,0.3,9,9,8,0,1.2,77,19,1.4,2.5,0.9,8,4.3,10.0
234,19,0,4,9.7,5,76,0,2.6,2,7,9,1,1.5,100,12,1.7,0.4,0.6,7,7.6,10.0
235,18,1,1,4.3,8,74,9,1.4,8,3,4,0,1.3,22,16,2.6,2.4,1.9,1,5.1,8.9
236,16,1,3,5.0,3,98,8,1.5,5,6,7,1,0.0,48,18,3.0,2.2,2.5,7,5.2,10.0
237,17,0,5,4.8,10,57,0,0.4,10,4,7,1,0.2,92,7,2.1,1.3,0.5,7,1.5,6.4
238,13,1,3,4.2,7,62,6,0.4,8,3,8,0,0.9,68,14,1.8,1.9,1.3,6,4.3,8.6
239,16,1,1,8.4,7,99,5,0.4,6,5,4,1,0.3,143,6,2.7,0.8,0.9,1,8.1,10.0
240,19,2,0,6.2,7,79,5,2.6,1,4,2,0,0.7,71,17,0.9,0.6,0.2,10,8.1,8.6
241,16,0,4,4.8,5,82,2,1.3,5,8,2,0,0.9,39,14,1.4,1.6,0.5,7,7.9,8.7
242,17,0,4,8.0,7,75,1,1.0,4,6,4,0,0.2,107,11,2.7,1.3,1.6,3,5.3,10.0
243,13,0,2,6.7,3,74,10,0.0,2,7,3,1,0.6,70,11,0.4,1.0,0.2,7,7.1,10.0
244,19,2,4,7.2,4,52,5,0.1,6,2,9,0,0.5,50,13,1.5,0.3,0.0,5,6.4,10.0
245,17,0,1,6.0,5,89,5,0.9,1,7,8,0,1.6,112,19,2.7,1.8,1.1,7,4.7,10.0
246,17,2,5,7.4,4,86,6,0.0,8,3,9,1,1.6,90,20,2.3,1.3,0.0,2,7.0,10.0
247,15,0,5,7.5,8,82,7,1.2,3,9,8,0,2.2,45,15,2.2,0.7,1.1,3,6.2,10.0
248,16,1,3,7.0,6,77,9,0.0,10,6,9,0,0.6,140,10,3.4,1.4,1.1,6,5.1,10.0
249,15,0,0,5.8,7,77,10,0.4,10,3,7,1,1.2,74,8,2.0,1.5,2.1,8,5.9,8.7
250,13,0,3,3.9,8,57,9,0.4,1,5,6,0,2.1,92,10,2.4,0.0,0.7,1,7.3,6.1
251,17,2,1,5.3,6,91,6,1.3,6,10,7,0,0.8,143,16,1.7,0.2,0.7,2,7.3,10.0
252,14,1,5,3.0,5,77,1,0.4,7,7,6,0,1.4,27,17,4.0,0.9,0.9,1,5.3,9.0
253,18,1,1,4.2,6,58,4,0.8,6,5,10,1,0.3,90,14,0.6,0.9,0.9,2,7.0,7.2
254,17,1,1,7.8,6,85,8,2.3,1,4,3,0,1.7,148,16,3.1,3.0,1.8,2,6.9,10.0
255,18,2,2,5.0,6,82,1,1.3,7,5,5,0,0.4,25,14,0.5,1.0,0.0,1,4.8,6.5
256,19,1,5,6.4,5,89,10,1.0,4,8,1,0,1.5,139,6,2.9,3.2,1.0,5,5.3,10.0
257,16,2,5,4.7,3,83,10,0.9,8,2,9,0,1.0,102,5,2.1,1.2,1.4,10,6.8,9.5
258,18,0,2,6.1,5,94,3,1.5,1,7,9,1,1.2,100,13,3.6,0.8,0.5,6,7.8,10.0
259,13,2,1,5.0,5,71,7,0.0,10,5,9,0,1.1,83,20,4.1,1.5,0.3,2,4.6,10.0
260,14,0,1,3.4,8,72,10,1.5,6,10,1,0,1.0,32,15,2.6,1.4,2.2,10,2.8,6.8
261,18,0,3,2.0,7,59,2,1.3,9,9,7,0,0.9,128,6,2.7,0.8,2.0,7,9.7,5.7
262,19,0,1,6.6,6,83,8,0.0,4,8,3,1,1.2,40,10,3.4,1.8,1.4,8,1.6,10.0
263,19,1,2,2.0,7,99,5,1.7,10,8,2,1,1.4,103,8,3.2,0.0,2.1,8,7.4,4.9
264,15,1,2,3.5,6,100,9,2.0,8,4,5,1,0.9,150,12,0.2,2.3,1.6,7,2.7,8.1
265,14,1,4,8.0,4,74,0,1.9,6,4,4,1,0.8,80,19,3.7,1.8,2.1,6,1.5,10.0
266,14,2,1,7.5,6,65,5,0.9,1,9,5,0,0.5,77,20,1.8,0.6,0.2,8,4.9,10.0
267,19,0,3,5.0,7,77,1,0.3,6,9,2,1,1.4,106,18,3.8,2.1,0.8,8,4.2,10.0
268,19,0,4,1.6,4,83,7,1.4,10,6,10,0,0.7,20,7,3.3,1.1,0.7,8,6.1,5.4
269,18,1,3,8.2,5,79,8,2.8,9,3,3,1,0.8,90,19,3.1,1.3,2.3,7,6.3,10.0
270,17,1,1,4.0,3,69,3,1.7,3,3,8,1,1.0,142,9,3.0,0.2,1.7,6,10.8,10.0
271,17,0,4,3.5,10,50,5,0.0,7,10,7,0,1.0,50,11,1.9,0.8,0.6,7,4.3,4.4
272,14,1,3,2.6,7,94,3,2.2,4,4,5,0,0.9,150,5,1.9,2.5,0.4,10,8.3,7.5
273,13,1,3,7.6,7,93,4,0.0,7,2,7,0,1.2,67,19,3.2,2.6,1.2,2,6.8,10.0
274,15,1,5,7.1,9,92,10,0.6,3,10,10,1,0.7,33,5,1.0,1.2,1.3,6,6.6,6.2
275,14,0,0,6.8,5,77,5,1.2,5,7,8,0,1.8,21,5,1.4,1.1,0.0,2,9.7,7.8
276,15,0,2,3.7,5,57,8,0.0,2,9,3,0,1.0,33,17,3.0,0.2,0.7,7,3.6,8.2
277,15,1,2,5.2,5,68,9,1.3,5,1,3,1,0.7,20,13,2.4,1.4,0.5,2,5.8,9.4
278,14,0,5,6.2,6,80,3,0.9,4,9,10,1,0.2,35,10,2.4,1.4,1.1,7,4.2,9.6
279,14,1,2,3.4,7,54,3,0.9,10,9,5,1,1.5,102,15,2.5,0.9,1.5,10,8.2,8.3
280,18,1,0,3.2,5,78,3,1.4,4,10,9,0,0.4,145,17,2.4,1.1,0.5,7,4.6,10.0
281,14,1,4,3.3,4,93,0,0.6,3,4,8,1,1.5,34,16,2.0,0.0,1.4,1,2.4,6.7
282,13,2,3,4.0,4,58,10,1.0,9,6,1,0,0.8,92,14,2.0,2.8,1.2,9,5.9,10.0
283,18,2,0,4.0,8,71,8,0.7,10,5,4,0,1.0,120,16,1.7,3.7,0.9,3,5.6,10.0
284,16,2,3,4.3,7,55,4,2.0,6,1,7,1,0.8,142,13,2.3,1.5,0.0,6,8.2,10.0
285,16,0,4,3.8,6,76,6,0.9,6,2,8,1,0.8,123,14,3.3,1.6,0.9,10,8.2,10.0
286,15,1,0,2.6,6,59,1,1.0,2,8,1,0,1.5,50,19,1.2,2.7,2.0,8,6.4,8.0
287,16,0,0,6.3,5,88,1,0.0,9,10,9,0,0.5,141,11,3.5,1.1,0.0,2,6.7,10.0
288,19,0,1,3.3,5,92,10,0.0,6,6,10,0,1.7,35,18,5.0,2.8,0.5,6,7.1,10.0
289,16,0,1,5.9,5,88,10,0.0,1,3,5,0,0.8,112,15,1.8,1.8,2.0,5,1.8,10.0
290,16,2,4,2.9,3,56,2,1.1,2,7,2,0,1.5,89,11,2.5,0.0,0.6,5,6.2,7.7
291,18,2,1,5.5,7,97,7,2.1,8,8,10,1,1.2,118,17,3.4,1.9,0.4,8,6.0,10.0
292,18,0,1,4.7,7,69,4,1.2,8,4,4,0,0.8,53,11,3.0,2.2,0.7,1,6.2,9.6
293,18,0,5,8.6,8,72,7,0.6,5,2,3,0,1.5,101,19,2.0,2.1,2.1,5,2.9,10.0
294,17,0,3,5.0,4,66,9,1.0,4,7,2,0,0.5,28,15,5.0,2.4,0.8,7,6.9,10.0
295,13,0,0,7.0,5,57,3,0.9,2,4,10,1,1.1,57,12,4.8,1.2,1.0,7,5.4,10.0
296,16,1,3,3.4,5,61,1,1.0,2,8,9,1,1.3,27,12,1.8,0.6,1.4,10,5.5,6.0
297,19,1,0,2.7,7,82,8,1.5,10,1,2,0,1.3,131,10,2.2,0.9,1.7,5,6.7,6.8
298,17,1,2,4.6,8,93,6,1.3,5,7,7,0,1.0,44,8,1.0,0.8,0.3,4,6.2,4.4
299,19,0,2,4.2,7,87,5,0.3,9,1,8,0,0.9,75,8,1.5,3.8,1.6,1,8.3,8.9
300,17,2,0,4.0,7,98,6,1.9,6,1,8,1,0.3,79,16,1.8,3.4,1.0,5,4.9,10.0
301,13,0,3,5.3,4,68,10,0.2,2,7,6,0,0.4,136,9,2.7,1.9,1.0,4,10.1,10.0
302,18,2,2,3.3,6,69,2,0.5,6,4,7,0,1.6,20,10,1.0,0.0,0.2,8,5.4,3.3
303,17,0,5,3.4,6,79,10,1.0,10,5,2,0,0.9,109,11,4.3,2.3,2.3,7,6.2,10.0
304,18,0,2,3.7,6,99,1,0.3,5,3,9,1,0.5,93,6,1.0,3.3,1.3,3,2.8,7.8
305,18,0,1,5.2,6,76,10,0.8,10,10,5,0,1.0,125,20,3.0,0.0,0.7,3,2.8,10.0
306,17,0,4,8.2,7,62,10,1.5,2,6,2,0,0.8,61,10,2.2,0.0,1.2,3,7.7,9.8
307,13,2,0,6.2,6,67,8,0.2,10,10,3,1,0.8,95,11,2.6,1.9,0.7,3,4.2,10.0
308,16,0,0,7.0,7,93,7,2.0,7,4,8,1,1.3,94,19,3.1,1.6,1.3,2,3.5,10.0
309,13,1,3,3.7,5,79,3,1.2,8,3,4,1,1.4,96,7,2.5,1.6,2.2,7,5.3,8.5
310,15,2,2,8.2,5,76,4,1.1,6,1,4,1,0.9,29,12,2.3,1.4,1.5,3,7.5,10.0
311,15,0,5,7.5,8,95,10,0.0,8,4,5,1,1.9,56,7,1.8,2.3,1.2,8,5.0,9.9
312,16,1,4,2.5,6,81,1,1.6,7,1,8,1,0.6,85,6,1.2,2.1,0.7,5,7.4,5.4
313,16,2,1,6.0,6,80,7,1.1,7,1,10,0,1.7,133,7,2.9,2.2,0.0,8,5.4,10.0
314,19,0,3,4.8,4,59,0,0.8,7,1,5,0,0.5,55,13,2.0,1.2,1.5,7,3.3,9.3
315,16,0,4,4.5,8,57,9,0.3,9,8,1,0,0.4,147,10,1.0,0.9,0.3,5,2.8,7.0
316,18,1,5,6.2,6,67,2,0.3,8,9,2,1,1.1,122,16,2.3,1.4,1.9,6,4.7,10.0
317,18,2,5,7.8,5,91,8,0.9,9,6,4,0,1.0,147,11,2.8,1.3,0.9,10,2.4,10.0
318,16,1,4,6.5,6,85,0,0.1,8,4,9,0,0.3,108,18,1.4,0.7,0.0,6,5.3,10.0
319,17,2,4,4.1,10,56,2,0.5,6,2,1,1,0.8,128,6,1.0,1.6,0.0,10,8.9,5.5
320,15,0,5,4.0,6,87,8,0.2,2,10,9,1,1.7,59,6,4.1,0.4,0.3,1,5.3,7.6
321,17,2,0,3.8,7,96,4,1.4,5,7,7,1,0.4,128,17,2.4,0.0,0.4,3,5.0,8.7
322,13,2,2,5.3,5,76,0,0.8,9,3,9,1,0.2,71,19,1.5,2.0,0.3,9,6.8,10.0
323,18,1,3,2.4,7,85,7,0.0,9,6,8,1,0.4,40,18,3.3,1.9,0.0,4,4.4,8.4
324,16,1,2,3.3,5,83,10,0.8,7,5,8,1,1.6,120,7,2.8,2.9,2.2,10,8.1,10.0
325,16,2,2,6.8,8,69,3,0.6,1,3,3,0,1.7,50,7,3.7,3.0,0.3,1,5.3,10.0
326,14,1,1,6.2,5,53,2,0.0,3,6,5,0,1.7,109,19,2.1,1.9,1.1,5,4.3,10.0
327,14,0,0,3.9,5,63,10,1.3,8,2,7,1,1.6,141,19,1.3,2.4,0.3,8,3.0,10.0
328,16,0,4,3.7,6,53,6,1.9,10,8,7,0,1.7,26,9,2.3,0.0,0.0,7,8.2,5.0
329,15,1,5,4.5,5,62,7,0.0,4,1,9,0,0.6,44,17,1.6,1.7,1.0,7,7.7,9.4
330,15,0,1,7.3,4,62,0,0.3,10,7,9,0,1.6,62,14,4.4,2.5,1.0,8,9.1,10.0
331,17,1,0,6.9,8,83,6,2.4,3,1,1,1,0.7,107,16,1.4,1.4,1.4,1,8.6,10.0
332,16,1,0,6.9,8,76,10,1.0,1,5,2,0,0.4,67,20,0.9,1.8,0.5,10,6.5,10.0
333,17,2,0,6.8,5,75,3,1.0,9,9,6,0,0.8,25,20,1.7,0.3,1.6,10,4.1,10.0
334,17,1,1,4.7,6,78,9,1.3,9,2,3,0,1.2,91,6,2.6,0.9,1.3,8,4.6,7.8
335,18,0,2,4.3,3,93,6,0.6,1,7,5,1,0.6,89,9,2.0,1.0,0.7,5,4.7,9.0
336,15,1,5,2.2,3,94,6,1.2,8,9,6,1,1.4,100,16,3.5,3.3,1.2,4,6.3,10.0
337,19,0,1,4.3,5,56,10,1.6,9,2,10,1,0.9,144,8,3.3,2.0,0.2,4,7.7,10.0
338,13,1,4,4.0,6,89,9,0.6,5,8,7,0,1.6,26,20,2.9,1.1,1.4,5,6.0,9.2
339,14,2,5,9.2,8,96,2,1.3,10,3,9,1,2.0,95,14,1.6,1.0,1.9,4,4.2,10.0
340,19,1,2,6.7,5,95,6,0.0,4,8,10,1,0.9,53,11,2.4,1.4,1.7,8,2.6,10.0
341,16,2,3,5.3,8,99,5,0.5,5,3,9,0,0.7,85,15,2.6,0.7,1.1,5,2.0,9.0
342,19,0,0,2.9,8,82,0,1.2,1,2,7,1,1.4,129,5,2.1,2.3,0.8,10,7.0,6.8
343,19,1,0,5.1,9,84,9,1.2,4,4,10,1,0.5,66,7,3.0,1.2,1.2,7,6.9,7.1
344,15,0,0,3.2,8,79,6,0.8,6,6,10,1,1.3,75,12,2.1,1.7,1.4,9,5.7,6.5
345,18,1,1,6.1,7,73,6,0.1,2,7,7,0,1.5,59,5,2.6,2.0,1.1,10,5.3,9.2
346,13,2,1,3.4,5,92,4,2.2,6,1,7,0,0.7,25,16,2.3,0.8,1.1,7,7.4,7.5
347,13,1,5,5.7,5,95,8,1.1,1,3,8,1,1.4,64,19,2.5,1.4,1.2,6,9.7,10.0
348,15,0,4,3.1,9,75,8,1.2,2,10,2,1,1.3,41,19,3.5,1.1,0.2,8,7.5,7.7
349,17,0,0,2.6,6,86,2,1.6,4,7,5,1,0.8,44,9,2.2,2.2,2.9,10,5.1,6.2
350,13,2,0,4.3,6,73,10,1.7,5,7,3,0,0.7,73,9,1.0,1.0,1.2,4,3.3,6.4
351,18,2,1,6.7,6,95,0,1.2,8,2,6,0,0.7,93,15,3.8,0.3,1.7,2,4.1,10.0
352,17,0,2,8.6,6,56,0,2.1,7,10,9,0,1.3,114,17,2.1,0.1,0.9,10,5.4,10.0
353,14,0,1,3.2,7,74,1,0.2,6,8,7,1,1.4,106,11,1.8,0.3,1.4,9,5.3,6.0
354,19,0,4,7.1,8,100,1,0.7,8,7,5,0,1.0,82,14,2.9,1.6,1.1,7,5.8,10.0
355,14,2,4,6.8,7,84,1,2.7,7,8,10,0,1.7,116,9,1.3,1.2,1.3,4,7.7,9.7
356,13,2,5,8.8,6,83,9,0.3,2,2,1,1,1.4,149,5,3.0,1.0,2.0,10,6.3,10.0
357,16,0,0,5.0,6,50,2,0.9,9,3,5,0,1.1,69,16,3.6,1.7,2.2,7,4.8,10.0
358,17,1,3,5.5,6,51,4,1.8,10,1,8,1,1.1,96,13,3.3,4.0,0.0,9,6.5,10.0
359,18,0,3,4.6,6,99,3,1.7,5,4,7,1,0.9,43,5,3.2,0.5,2.5,10,2.5,6.9
360,15,1,2,4.8,7,68,9,0.0,4,2,2,1,0.7,102,11,2.7,1.1,1.2,1,5.9,9.1
361,16,0,5,4.3,7,63,3,1.5,6,5,10,1,0.9,65,5,0.6,3.1,0.8,7,2.4,6.7
362,15,0,4,6.4,6,89,1,2.6,5,9,9,0,0.2,31,12,3.7,0.7,1.3,7,4.4,10.0
363,17,1,1,2.2,4,62,9,0.1,3,4,7,1,1.4,127,8,3.1,1.5,2.4,4,6.1,8.5
364,14,2,5,6.9,7,50,5,0.9,5,3,4,0,0.7,58,20,0.9,1.3,1.2,3,6.9,10.0
365,19,0,3,3.8,6,91,4,1.6,7,2,8,0,1.9,134,11,4.3,1.2,1.0,8,7.5,10.0
366,18,1,2,4.1,7,93,9,0.9,3,5,6,0,0.4,25,9,2.7,1.6,1.4,6,4.5,7.0
367,13,2,3,5.1,7,51,0,0.5,1,5,4,1,1.7,115,5,2.9,1.2,0.7,5,7.9,8.5
368,16,0,0,1.8,6,73,10,1.6,1,9,5,0,0.7,143,8,4.6,1.8,0.7,9,1.7,9.3
369,16,1,1,6.1,7,56,2,1.2,4,9,4,0,1.3,99,14,4.2,1.6,0.5,2,6.0,10.0
370,16,1,0,4.8,7,64,9,0.4,2,9,7,1,1.7,23,8,2.4,1.2,1.2,3,4.8,6.6
371,13,0,1,8.4,6,92,7,1.7,7,10,1,1,1.7,87,14,0.5,2.5,0.2,3,8.4,10.0
372,13,0,0,6.5,5,58,2,0.0,5,1,8,1,0.5,79,9,2.9,3.1,1.2,5,6.8,10.0
373,17,2,5,3.7,6,64,2,1.0,5,4,7,0,1.9,123,10,2.8,2.4,0.6,8,8.5,10.0
374,18,1,0,8.9,3,91,5,0.7,9,3,4,1,0.9,33,13,2.7,1.4,3.0,3,5.0,10.0
375,16,1,0,4.1,6,52,7,0.0,9,8,3,0,1.4,30,7,2.3,2.9,0.7,5,10.3,7.9
376,18,2,3,4.1,4,71,2,0.0,1,3,6,0,0.4,110,13,2.2,1.3,1.5,7,6.7,10.0
377,19,1,5,4.0,7,69,4,1.5,5,7,10,1,0.9,102,7,3.0,1.6,2.0,6,6.3,8.4
378,18,2,3,6.8,8,56,10,0.9,9,10,7,1,1.2,132,19,2.5,0.2,1.9,8,5.5,10.0
379,15,2,3,3.1,7,77,3,0.3,4,4,2,1,0.8,128,7,2.7,1.8,0.8,10,6.3,7.9
380,15,0,1,7.6,6,88,8,0.6,5,6,4,0,1.3,134,12,2.1,1.6,1.2,4,12.0,10.0
381,19,1,4,5.5,5,78,5,1.8,1,3,4,1,1.1,136,11,2.3,1.4,0.5,6,6.8,10.0
382,16,2,3,4.9,3,99,10,1.0,9,1,8,0,1.0,60,9,0.0,1.1,1.1,8,10.6,7.4
383,17,1,4,6.1,6,86,9,1.6,7,4,7,0,0.1,93,18,3.1,2.0,0.5,4,5.9,10.0
384,15,2,2,2.2,3,58,4,0.0,6,3,10,1,2.0,44,14,2.2,0.6,0.8,4,4.1,7.2
385,16,2,2,7.7,7,70,4,0.7,5,8,6,1,1.5,79,10,1.9,1.6,1.6,4,6.4,10.0
386,14,1,1,1.9,3,50,0,1.0,1,5,9,0,1.9,41,7,2.8,2.2,0.9,6,5.5,7.2
387,14,1,3,5.6,4,80,3,1.5,9,9,9,0,1.7,42,19,2.6,3.6,0.9,9,8.2,10.0
388,17,2,2,3.0,8,82,2,1.5,6,4,5,1,1.5,141,7,3.3,0.2,1.1,6,6.5,6.3
389,18,1,4,1.8,5,85,7,1.0,2,10,2,0,1.5,120,18,2.9,2.8,0.0,7,7.7,10.0
390,13,1,4,4.5,5,95,6,0.4,3,6,1,0,1.4,146,8,3.3,1.5,0.7,3,2.5,10.0
391,18,2,4,3.1,8,70,3,0.0,5,8,1,1,0.4,55,17,2.3,2.3,1.6,5,5.7,8.1
392,16,1,3,5.8,5,55,4,1.8,4,6,9,1,1.3,143,12,1.4,1.2,0.6,6,8.5,10.0
393,15,0,4,7.6,6,63,8,1.0,9,1,6,1,0.9,27,19,3.3,4.0,1.5,6,7.3,10.0
394,15,0,5,6.2,6,75,6,0.2,8,3,2,0,1.2,76,8,2.1,1.0,1.4,6,6.5,9.4
395,13,1,0,1.4,5,77,6,0.0,8,8,8,0,0.4,86,11,2.6,2.2,1.4,8,4.9,7.5
396,18,2,1,4.4,6,56,1,1.0,1,9,9,0,0.7,57,17,1.3,2.8,0.9,6,1.9,9.9
397,17,0,1,7.4,6,90,2,2.5,4,1,1,0,0.6,103,7,1.3,0.6,2.0,5,3.3,9.5
398,18,0,5,6.5,3,84,2,1.2,7,6,10,0,0.5,26,10,1.8,1.8,0.8,9,7.5,10.0
399,17,2,2,3.9,4,65,10,1.1,3,6,2,1,0.5,51,16,3.7,1.0,1.5,6,5.9,10.0
400,18,2,0,4.0,5,62,6,0.8,7,1,7,1,0.7,119,8,3.5,1.2,0.8,4,4.9,10.0
401,14,0,5,3.3,8,91,10,1.4,1,3,10,1,1.7,114,5,3.5,0.4,0.8,1,8.0,6.1
402,18,0,2,6.5,6,53,2,0.9,3,7,5,1,0.9,64,15,1.8,0.9,1.7,5,4.7,10.0
403,16,1,5,5.4,3,91,2,2.4,6,4,9,0,0.4,24,6,4.0,0.5,1.3,5,3.9,10.0
404,19,2,0,3.1,8,98,10,0.9,4,4,9,0,1.1,45,19,2.2,0.5,1.8,9,4.5,6.5
405,13,2,1,4.4,7,77,9,0.0,10,5,4,0,0.8,72,9,2.2,1.2,0.5,2,4.9,7.4
406,15,2,2,4.9,5,60,9,2.0,7,9,10,0,0.1,125,19,2.0,1.1,2.3,4,7.6,10.0
407,19,1,1,5.6,8,73,9,0.9,6,7,9,1,0.6,75,13,2.1,0.3,0.5,1,6.8,8.1
408,17,1,1,6.4,7,94,6,1.3,8,5,10,0,0.9,113,16,2.0,0.6,1.8,3,3.8,10.0
409,13,2,4,8.7,8,97,9,1.0,10,3,2,0,0.5,59,5,3.4,2.2,1.9,2,9.7,10.0
410,18,1,1,6.7,3,90,6,0.0,10,1,3,1,1.4,31,14,2.1,1.6,0.3,4,4.7,10.0
411,14,2,1,8.7,6,87,9,1.0,1,8,8,1,0.0,137,5,1.6,1.3,1.0,6,6.0,10.0
412,14,1,3,1.9,3,70,3,0.3,5,5,9,1,0.8,53,11,3.3,1.3,0.7,4,1.7,8.0
413,19,2,3,7.8,5,67,9,1.3,6,4,4,0,0.9,122,20,2.9,1.0,0.0,8,7.3,10.0
414,16,0,1,3.7,5,83,6,1.4,3,1,5,1,1.2,83,11,1.5,0.9,0.9,1,5.9,7.0
415,15,2,4,8.4,5,95,2,0.4,9,6,6,0,0.6,108,14,2.6,2.9,0.1,1,2.3,10.0
416,16,1,2,8.8,7,80,10,1.0,4,3,3,1,1.1,58,10,3.5,1.9,0.6,3,4.7,10.0
417,17,1,1,6.2,6,64,8,2.5,10,3,3,0,1.9,41,13,3.4,1.9,1.6,8,8.5,10.0
418,15,2,4,3.8,3,73,2,1.8,5,1,8,1,0.0,85,6,1.5,1.9,1.3,7,6.5,8.2
419,15,2,2,6.0,7,57,5,1.0,9,8,3,1,0.9,113,18,2.5,0.4,0.6,8,5.0,10.0
420,15,2,2,2.4,8,100,8,0.0,6,3,9,0,0.6,93,18,3.3,0.2,0.9,7,3.3,7.2
421,14,0,1,5.7,5,77,6,1.1,10,1,9,1,1.0,114,10,3.0,1.4,2.2,5,7.9,10.0
422,17,2,5,6.3,6,94,8,1.7,7,9,10,0,0.5,85,5,1.9,0.2,0.8,4,8.7,7.8
423,17,2,4,6.3,5,74,10,0.1,8,8,9,0,0.4,24,9,1.8,0.7,0.6,2,7.9,8.6
424,16,1,1,0.0,6,66,10,0.5,2,3,6,0,0.9,136,15,2.1,0.8,1.3,4,2.6,5.3
425,13,2,5,6.3,8,63,0,0.4,9,3,8,0,2.1,32,20,1.8,3.0,2.2,3,8.4,10.0
426,19,2,3,5.2,7,87,9,0.2,6,3,9,1,1.5,57,13,2.2,0.7,1.8,9,6.9,8.1
427,13,1,5,3.5,5,97,4,1.1,9,2,5,0,1.6,34,5,1.1,1.6,1.5,8,6.9,5.4
428,15,1,1,4.5,8,57,1,1.7,8,4,7,1,2.0,32,18,4.2,2.4,1.8,1,3.5,10.0
429,14,0,0,4.9,6,85,10,0.0,9,8,2,1,0.9,110,19,3.9,2.1,1.1,2,5.4,10.0
430,13,2,2,4.0,4,82,8,0.0,10,10,1,1,0.7,23,18,2.4,1.0,0.3,7,6.4,9.1
431,18,1,5,4.2,5,75,5,0.9,7,8,8,1,0.7,128,11,3.0,1.7,1.3,10,8.1,10.0
432,14,1,4,6.2,6,57,1,0.6,5,9,1,0,1.6,71,19,2.2,0.8,1.6,6,6.9,10.0
433,16,1,1,3.8,8,55,10,0.8,9,1,7,1,0.5,83,15,3.4,1.8,0.0,5,7.5,9.3
434,16,2,2,4.1,3,77,9,2.3,9,2,3,0,0.8,140,14,2.0,2.0,0.5,4,6.3,10.0
435,19,2,1,4.3,6,75,10,2.0,6,2,8,0,1.6,73,7,0.4,1.5,1.4,9,4.8,5.9
436,17,1,1,4.7,8,97,6,0.2,3,8,6,0,1.3,119,9,3.0,0.6,1.1,9,5.5,8.3
437,19,1,3,4.5,5,82,9,0.0,3,3,2,1,0.7,37,18,0.8,1.7,1.9,1,6.8,8.7
438,13,1,5,3.5,5,58,6,1.5,5,5,9,0,1.5,70,8,1.7,1.2,0.4,10,8.1,6.6
439,18,2,2,4.1,5,79,1,0.6,5,9,3,1,1.0,108,19,1.2,0.4,1.3,9,4.6,8.8
440,13,0,5,4.9,7,56,7,0.5,10,10,8,1,1.1,42,17,2.8,1.1,2.4,1,6.7,9.4
441,18,1,4,7.3,5,87,2,2.0,7,6,7,0,1.5,134,7,1.9,0.3,1.8,5,4.7,10.0
442,18,2,3,6.7,6,61,1,2.0,8,8,7,1,0.6,137,17,2.9,0.8,2.3,1,6.1,10.0
443,19,0,3,6.5,7,51,6,0.8,6,1,7,1,1.3,108,6,2.0,1.6,0.9,6,2.9,9.8
444,16,1,2,7.3,10,94,4,0.5,1,10,4,0,1.7,122,19,2.1,2.2,0.0,2,7.1,10.0
445,14,2,4,6.8,7,53,0,1.2,6,5,2,1,1.7,55,18,3.2,1.5,0.9,8,7.0,10.0
446,14,2,1,3.7,7,53,6,1.3,7,4,3,1,0.2,115,18,3.1,1.8,0.4,2,4.5,10.0
447,19,2,3,5.0,6,50,0,0.4,9,9,2,1,0.7,108,19,1.8,2.3,0.0,3,6.7,10.0
448,19,1,2,6.8,9,67,6,0.8,8,1,2,1,1.3,57,20,1.1,1.1,1.0,6,7.1,9.4
449,19,1,5,6.6,8,61,8,2.0,10,9,8,0,1.3,133,5,1.6,2.1,0.9,7,7.8,9.7
450,13,1,0,3.8,5,75,5,0.9,1,2,7,0,0.0,123,18,4.5,0.4,1.6,4,3.9,10.0
451,19,1,5,3.9,8,61,8,1.1,5,7,1,1,0.4,76,5,1.1,0.6,1.7,2,6.3,3.9
452,15,1,0,2.5,6,67,9,1.9,3,1,7,0,0.6,43,19,2.7,1.3,1.3,8,7.9,8.1
453,17,0,1,5.5,7,90,7,0.9,6,2,2,1,0.7,55,7,2.5,1.0,0.3,9,4.4,7.8
454,17,2,5,3.4,9,56,3,2.1,7,8,7,1,1.0,74,12,1.6,1.3,1.0,5,5.7,5.7
455,17,0,4,5.9,7,81,6,1.6,1,10,3,0,0.5,136,6,1.3,1.6,0.7,9,3.1,8.9
456,15,1,1,6.7,5,75,3,0.8,6,7,1,0,0.5,59,8,3.1,1.5,0.5,4,8.7,10.0
457,13,1,5,5.4,6,50,1,1.8,5,7,10,1,0.8,79,13,2.2,0.6,2.3,8,5.1,9.3
